GyroX, GyroY, GyroZ, AccelX,AccelY,AccelZ
-0.00254205207084365,0.0039329862228147,0.00718915774332931,0.00015625,-0.000781249999999997,0.9954736328125
-0.00187589586779238,0.00140159265121987,-0.000405022971455172,-0.00228515625,-0.0046875,1.0006005859375
-0.000143889739859073,-0.000197182236103176,-0.000804716693285935,-0.00130859375,-0.004931640625,1.0057275390625
-1.06584992488208e-05,-0.00126303216098521,-0.000937947933896189,0.00015625,0.00166015625,0.9925439453125
-0.000277120980469326,-0.00232888208586724,-0.000804716693285935,-0.003994140625,-0.007861328125,1.0001123046875
0.00118842266624347,-0.00166272588281597,0.000394364472206353,0.002109375,0.001171875,0.9979150390625
0.00185457886929474,-0.00232888208586724,-0.000138560490234664,0.00064453125,-0.010546875,0.9996240234375
0.00558505360638186,-0.00179595712342623,-0.000271791730844918,0.003818359375,-0.0037109375,0.9984033203125
-0.00227558958962314,-0.000863338439154448,-0.00227026033999873,-0.00033203125,-0.001513671875,1.0069482421875
-0.000277120980469326,-0.000996569679764702,-0.00107117917450644,0.0030859375,0.00458984375,0.9991357421875
0.00665090353126389,-0.000197182236103176,0.00279252680319093,0.002353515625,-4.88281249999972e-05,1.0010888671875
-0.00120973966474111,0.00260067381671216,0.000394364472206353,0.002109375,-0.001513671875,0.9815576171875
-0.00387436447694619,0.000735436448168602,0.000394364472206353,-0.001552734375,0.001416015625,0.9981591796875
-0.00174266462718213,0.000468973966948094,0.00146021439708839,0.000888671875,0.002392578125,0.9969384765625
-0.00147620214596161,-0.000330413476713431,0.00106052067525762,0.001376953125,0.000195312500000003,0.9947412109375
0.000655497703802449,0.000202511485727586,-0.000138560490234664,-0.001064453125,0.002392578125,0.9998681640625
0.00318689127539728,0.00153482389183013,-0.00346934150549102,-0.003994140625,-0.0017578125,1.0030419921875
0.00158811638807423,0.000735436448168602,-0.0012044104151167,0.00015625,-0.002734375,0.9962060546875
0.000921960185022962,0.00153482389183013,0.00106052067525762,0.00259765625,0.005810546875,1.0023095703125
-0.00427405819877695,0.00113513016999936,-0.00147087289633721,0.0050390625,0.006298828125,0.9974267578125
0.000788728944412709,0.00246744257610191,-0.00160410413694746,-0.0008203125,-0.00126953125,1.0071923828125
-0.00227558958962314,0.00126836141060962,-0.00147087289633721,0.001376953125,0.0021484375,1.0006005859375
-0.00320820827389492,0.00260067381671216,0.00239283308136017,-0.000576171875,0.003125,1.0132958984375
0.00238750383173575,0.00113513016999936,-0.00147087289633721,-0.007900390625,0.000927734375000003,1.0040185546875
-0.00147620214596161,0.00126836141060962,0.000394364472206353,-0.00033203125,0.00263671875,1.0040185546875
0.000389035222581944,0.00126836141060962,-0.000804716693285935,-0.0027734375,-0.000537109374999997,0.9952294921875
-0.000277120980469326,0.00113513016999936,-0.000937947933896189,-0.0008203125,0.00361328125,0.9996240234375
-0.000676814702300091,-0.00286180704830826,-0.00240349158060898,0.002109375,0.00458984375,0.9981591796875
-0.00160943338657187,-0.00299503828891851,-0.00133764165572695,-0.000576171875,-0.002978515625,0.9883935546875
0.00118842266624347,-0.00499350689807233,0.00119375191586788,-0.001552734375,-4.88281249999972e-05,1.0027978515625
0.00158811638807423,0.00193451761366089,-0.000138560490234664,-0.00130859375,-0.0017578125,1.0052392578125
0.00105519142563321,0.00140159265121987,-0.000405022971455172,0.000888671875,0.004345703125,1.0067041015625
0.0022542725911255,-0.00166272588281597,-0.00306964778366026,-0.00130859375,-0.001025390625,0.9971826171875
-0.00214235834901288,0.00140159265121987,-0.00173733537755771,-0.003017578125,-0.00419921875,0.9952294921875
-0.00107650842413085,-0.000197182236103176,-0.00133764165572695,-0.00423828125,0.003369140625,1.0001123046875
-0.000410352221079578,-0.00126303216098521,-0.00107117917450644,0.00162109375,0.003125,1.0006005859375
0.001987810109905,-0.00232888208586724,0.00146021439708839,-0.0008203125,-0.003955078125,0.9988916015625
0.000655497703802449,-0.00166272588281597,-0.000405022971455172,0.0040625,0.000195312500000003,1.0106103515625
0.00185457886929474,-0.00232888208586724,0.000794058194037115,-0.0008203125,0.000683593750000003,1.0054833984375
-0.00120973966474111,-0.00179595712342623,0.000527595712816607,-0.00375,0.004345703125,0.9942529296875
0.00145488514746398,-0.000863338439154448,0.00212637060013966,0.00064453125,-4.88281249999972e-05,1.0027978515625
-0.00187589586779238,-0.000996569679764702,-0.000405022971455172,-0.00130859375,-0.0046875,0.9952294921875
-0.00214235834901288,-0.000197182236103176,0.000261133231596098,0.002353515625,0.008740234375,0.9991357421875
-0.000676814702300091,0.00260067381671216,0.00172667687830889,0.00259765625,-0.002978515625,1.0013330078125
0.000788728944412709,0.000735436448168602,0.000527595712816607,0.000400390625,-0.00322265625,1.0084130859375
0.00158811638807423,0.000468973966948094,-0.000271791730844918,0.00064453125,-0.001513671875,1.0057275390625
-0.00160943338657187,-0.000330413476713431,0.000527595712816607,0.000400390625,0.00166015625,0.9969384765625
-0.00200912710840263,0.000202511485727586,0.000794058194037115,0.000888671875,0.000439453125000003,1.0013330078125
0.000788728944412709,0.00153482389183013,0.00172667687830889,0.000400390625,0.003857421875,0.9942529296875
0.0022542725911255,0.000735436448168602,0.00265929556258067,0.00357421875,-0.005419921875,0.9993798828125
